Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
25.0,0.224985,0.040859,0.070478,0.252993,0.229,0.612,0.532,clean,62.962,clean,64.421,dirty,0.532,0.355,0,0.229,3510.951,1742.319,5369.91,200032.908257,dodgerblue
