Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
25.0,0.096427,0.041012,0.042695,0.114721,0.328,0.508,0.631,clean,69.352,clean,69.42,clean,,0,0,0.328,5612.999,3116.032674,4295.928,355166.901933,dodgerblue
