Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
10.0,0.052888,0.008948,0.023891,0.062305,1.1,2.46,1.072,clean,66.197,clean,70.594,clean,,0,0,1.1,883.386,496.89,2147.964,red
