Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_m_kg,timber_panel_m_kg,color
10.0,0.046615,0.008929,0.018025,0.053774,1.221,2.456,1.405,clean,66.976,clean,70.629,clean,,0,0,1.221,883.386,237400.244,902144.88,red
