Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_m_kg,timber_panel_m_kg,color
10.0,0.04123,0.008894,0.014583,0.047075,1.344,2.444,1.684,clean,67.385,clean,70.614,clean,,0,0,1.344,883.386,293464.884,902144.88,red
