Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
10.0,0.03556,0.00883,0.011523,0.040243,1.505,2.433,2.044,clean,65.99,clean,70.4,dirty,2.044,0.243,0,1.505,883.386,860.763767,2147.964,red
