Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_m_kg,timber_panel_m_kg,color
10.0,0.040149,0.008875,0.013551,0.045596,1.369,2.438,1.784,clean,67.898,clean,70.646,clean,,0,0,1.369,883.386,323449.868,902144.88,red
