Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
10.0,0.046148,0.00892,0.017466,0.053091,1.23,2.455,1.443,clean,67.331,clean,70.69,clean,,0,0,1.23,883.386,573.295656,2147.964,red
