Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
15.0,0.10566,0.020301,0.0354,0.119758,0.6,1.289,0.894,clean,64.77,clean,67.528,clean,,0,0,0.6,1319.991,932.626186,3221.946,orange
