Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_m_kg,timber_panel_m_kg,color
10.0,0.040276,0.008888,0.013784,0.045814,1.368,2.44,1.768,clean,67.706,clean,70.593,clean,,0,0,1.368,883.386,308063.94,902144.88,red
