Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent masscolor
10.0,0.031602,0.008508,0.021662,0.042104,0.816,1.747,0.739,clean,74.917,clean,76.692,clean,,0,0,0.816,2155.674,496.89,1503.5748,391361.10867,red
