Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
10.0,0.072641,0.029056,0.017659,0.080542,0.833,0.01,1.325,dirty,37.174,dirty,0,dirty,1.325,0,27.287,0.833,883.386,496.89,2147.964024,red
