Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
15.0,0.08858,0.020753,0.044918,0.106547,0.457,1.044,0.569,clean,68.334,clean,69.702,clean,,0,0,0.457,2131.287,872.91,3007.1496,266700.057108,orange
