Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
10.0,0.030833,0.008133,0.020732,0.040699,0.865,1.883,0.792,clean,74.242,clean,76.948,clean,,0,0,0.865,2137.242,486.9828,1073.982,red
