Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
25.0,0.209057,0.076576,0.097072,0.243605,0.197,0.53,0.517,clean,62.761,dirty,43.14,dirty,0.517,21.474,0,0.197,2193.201,2461.437,5423.847024,Not defined
