Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
25.0,0.339883,0.061633,0.28531,0.503628,0.19,0.509,0.256,clean,62.437,clean,64.522,clean,,0,0,0.19,2193.201,2768.787,5407.687976,Not defined
