Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
20.0,0.176041,0.036967,0.054099,0.197757,0.365,0.785,0.675,clean,63.761,clean,65.533,dirty,0.675,0.276,0,0.365,1756.596,1341.57114,4295.928,blue
