Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
10.0,0.047636,0.008151,0.022188,0.056383,1.154,2.58,1.148,clean,65.098,clean,70.575,dirty,1.148,0,1.188,1.154,1015.161,488.174047,2147.964,171404.83945,red
