Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
30.0,0.093502,0.046738,0.049334,0.118235,0.22,0.361,0.468,clean,73.079,clean,73.067,clean,,0,0,0.22,10844.71,3891.942209,4081.1316,539247.129092,green
