Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,color
30.0,0.40387,0.088493,0.201582,0.485697,0.141,0.386,0.303,clean,62.19,clean,63.609,clean,,0,0,0.141,2629.806,2697.165,5491.699143,green
