Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
15.0,0.058336,0.018806,0.021575,0.067308,0.755,1.175,1.203,clean,67.407,dirty,59.918,dirty,1.203,8.753,0,0.755,2024.726,1391.921721,2792.3532,235619.77764,orange
