Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
25.0,0.088821,0.037954,0.044113,0.108727,0.286,0.487,0.549,clean,72.513,clean,72.237,dirty,0.549,0.234,0,0.286,7177.872,2578.364535,3221.946,442505.778364,dodgerblue
