Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent mass,color
15.0,0.065735,0.019267,0.026835,0.076726,0.572,1.023,0.841,clean,70.113,clean,70.982,dirty,0.841,0.161,0,0.572,2334.135,1087.952512,2577.5568,285287.95102,orange
