Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,color
20.0,0.168299,0.037849,0.069561,0.196161,0.274,0.681,0.452,clean,66.19,dirty,67.603,clean,,0,0,0.274,2512.596,blue
