Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,color
10.0,0.040149,0.008878,0.013559,0.0456,1.369,2.437,1.783,clean,67.922,clean,70.666,clean,,0,0,1.369,883.386,red
