Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent masscolor
10.0,0.030865,0.008133,0.020728,0.040714,0.864,1.882,0.791,clean,74.233,clean,76.94,clean,,0,0,0.864,2137.242,496.89,1073.982,375343.548756,red
