Storeys,acc_D,acc_L,acc_T,acc_max,n_1_x_Hz,f_1_L_Hz,f_1_t_Hz,D_type,D_yi,L_type,L_xi,T_type,f_1_t_Hz_dirty,T_xi,T_yi,f_comb,conc_V_tot,timber_V_tot,timber_panel_V_tot,Equivalent masscolor
20.0,0.148256,0.037126,0.068231,0.175724,0.266,0.647,0.422,clean,68.75,clean,69.794,clean,,0,0,0.266,3010.452,1267.641,3221.946,271095.468815,blue
